DEPT,SP,CALM,CALD,CALN,GR,MINV,MNOR,LWTLB,DRHO,SFL,RHOB,NPLS,PE,CILD,ILD,DPLS,PIRM
3180.5,38.98,8.86,9.07,9.16,123.0,7.87,6.25,1070.73,0.01,9.86,2.59,20.72,3.54,156.02,6.41,6.85,6.5
3181.0,39.12,8.86,9.07,9.16,116.12,7.84,6.18,1072.93,-0.0,9.75,2.57,21.49,3.7,158.01,6.33,8.24,6.39
3181.5,39.27,8.86,9.07,9.16,122.46,7.87,6.05,1073.91,-0.0,9.69,2.56,22.97,3.81,159.48,6.27,8.93,6.33
3182.0,39.38,8.86,9.07,9.16,127.97,7.79,5.92,1073.7,0.0,9.66,2.57,23.93,3.76,160.73,6.22,8.47,6.29
3182.5,39.37,8.86,9.08,9.16,133.16,7.68,5.9,1072.62,0.01,9.63,2.58,23.82,3.67,161.75,6.18,7.39,6.26
3183.0,39.26,8.86,9.07,9.19,135.85,7.6,5.88,1070.28,0.02,9.59,2.59,24.16,3.72,162.93,6.14,7.28,6.23
3183.5,39.1,8.86,9.08,9.19,135.23,7.53,5.88,1066.92,0.02,9.55,2.58,24.26,3.79,164.09,6.09,7.36,6.19
3184.0,38.91,8.86,9.08,9.17,134.65,7.37,5.73,1062.78,0.03,9.49,2.6,24.69,3.83,165.52,6.04,6.6,6.12
3184.5,38.67,8.86,9.08,9.18,140.1,7.15,5.56,1059.25,0.03,9.39,2.6,25.14,3.82,167.17,5.98,6.51,6.03
3185.0,38.37,8.86,9.08,9.14,147.56,7.25,5.55,1058.19,0.02,9.26,2.59,25.23,3.71,168.9,5.92,6.78,5.94
3185.5,37.96,8.86,9.13,9.16,143.93,7.31,5.55,1060.55,0.01,9.15,2.58,25.43,3.6,170.82,5.85,7.39,5.85
3186.0,37.44,8.86,9.08,9.16,132.63,7.39,5.63,1065.86,0.0,9.02,2.56,25.57,3.55,172.95,5.78,8.62,5.78
3186.5,36.9,8.86,9.08,9.16,128.22,6.53,5.4,1072.99,0.01,8.95,2.56,25.44,3.57,174.94,5.72,8.92,5.73
3187.0,36.58,8.86,9.07,9.16,129.47,6.14,5.23,1080.69,0.02,8.91,2.57,25.15,3.61,176.7,5.66,8.09,5.68
3187.5,36.69,8.86,9.07,9.16,133.2,6.06,5.11,1087.43,0.02,8.86,2.58,24.99,3.67,178.03,5.62,7.73,5.65
3188.0,36.97,8.86,9.08,9.16,134.4,6.27,4.97,1091.61,0.01,8.83,2.57,25.36,3.7,179.13,5.58,8.1,5.62
3188.5,37.32,8.86,9.09,9.16,134.3,6.41,4.9,1092.78,0.0,8.85,2.57,26.0,3.66,179.97,5.56,8.27,5.59
3189.0,37.78,8.86,9.09,9.13,137.02,6.27,4.75,1091.32,0.0,8.88,2.57,25.9,3.51,180.95,5.53,8.26,5.56
3189.5,38.26,8.87,9.09,9.16,138.32,6.58,4.83,1088.54,0.01,8.88,2.57,25.97,3.42,181.99,5.49,8.19,5.52
3190.0,38.7,8.87,9.09,9.16,134.09,6.62,4.85,1085.66,0.01,8.85,2.58,26.55,3.43,183.0,5.46,7.48,5.48
3190.5,38.98,8.87,9.09,9.16,128.95,6.81,4.89,1083.08,0.02,8.8,2.6,26.43,3.46,183.98,5.44,6.44,5.43
3191.0,39.07,8.86,9.09,9.17,120.75,6.82,4.87,1080.48,0.02,8.73,2.61,25.66,3.49,184.99,5.41,5.73,5.39
3191.5,38.91,8.87,9.08,9.13,120.01,6.83,4.87,1078.17,0.02,8.62,2.6,26.05,3.53,185.79,5.38,6.58,5.35
3192.0,38.43,8.87,9.08,9.08,126.75,6.28,4.76,1075.91,0.01,8.52,2.57,26.78,3.61,186.59,5.36,8.27,5.34
3192.5,37.73,8.86,9.11,9.13,127.01,5.41,4.41,1074.23,0.0,8.5,2.55,27.28,3.7,187.47,5.33,9.35,5.36
3193.0,37.27,8.86,9.04,9.13,131.59,5.3,4.42,1075.77,0.02,8.56,2.56,27.3,3.7,188.24,5.31,8.74,5.37
3193.5,37.29,8.86,9.04,9.13,143.78,5.67,4.49,1080.32,0.02,8.63,2.57,26.49,3.75,188.99,5.29,7.98,5.37
3194.0,37.53,8.87,9.03,9.13,151.87,6.71,5.04,1085.43,0.01,8.59,2.57,26.05,3.91,189.4,5.28,8.31,5.35
3194.5,37.55,8.87,9.03,9.11,150.37,5.83,4.98,1087.1,0.0,8.51,2.55,25.86,3.94,189.39,5.28,9.16,5.34
3195.0,37.42,8.86,9.03,9.1,144.95,5.34,4.94,1085.08,0.01,8.48,2.55,26.5,3.77,189.23,5.28,9.48,5.34
3195.5,37.64,8.85,9.03,9.13,132.26,5.23,4.77,1082.04,0.02,8.53,2.56,26.98,3.6,189.23,5.28,8.6,5.34
3196.0,38.35,8.86,9.03,9.1,120.75,6.16,4.74,1081.27,0.03,8.6,2.58,27.04,3.67,189.6,5.27,7.8,5.35
3196.5,39.16,8.86,9.03,9.13,128.5,6.64,4.74,1085.18,0.01,8.62,2.57,26.99,3.92,190.01,5.26,8.47,5.34
3197.0,39.8,8.86,9.03,9.13,139.74,6.55,4.63,1091.96,-0.0,8.6,2.55,26.28,3.94,190.34,5.25,9.07,5.32
3197.5,40.27,8.87,9.03,9.13,143.01,6.55,4.57,1098.4,-0.0,8.58,2.56,25.65,3.88,190.88,5.24,8.77,5.3
3198.0,40.61,8.87,9.03,9.13,138.94,6.47,4.49,1101.52,-0.0,8.56,2.57,26.98,3.87,191.46,5.22,8.27,5.29
3198.5,40.83,8.87,9.03,9.13,129.3,6.39,4.45,1102.18,-0.0,8.54,2.57,28.19,3.86,191.77,5.21,7.95,5.28
3199.0,41.01,8.87,9.03,9.13,127.22,6.27,4.41,1101.39,-0.0,8.52,2.58,26.84,3.83,192.24,5.2,7.8,5.27
3199.5,41.16,8.87,9.03,9.11,129.65,6.34,4.44,1099.72,-0.0,8.51,2.58,25.76,3.63,192.69,5.19,7.67,
3200.0,,,,,,,,,,,,,,,,,
